,company,typename,screen_size,ram,memory,gpu,weight,price,px_h,px_v,screen_info,processor_brand,processor_freq,processor_details,gpu_brand,os_used,ssd_capacity,hdd_capacity,ssd_count,hdd_count,ssd_present,hdd_present,total_storage
323,Asus,Notebook,14,8,256GB SSD +  1TB HDD,Intel HD Graphics 620,2,71075.52,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Intel,windows,256,1024,1,1,TRUE,TRUE,1280
324,Lenovo,Notebook,15.6,4,1TB HDD,Intel HD Graphics 520,1.85,23922.72,1920,1080,Full HD,Intel,2,Core i3 6006U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
325,Asus,Gaming,15.6,8,256GB SSD,Nvidia GeForce GTX 1050,2.5,53226.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
326,HP,Notebook,14,8,256GB SSD,Intel HD Graphics 620,1.48,67559.04,1920,1080,Full HD,Intel,2.6,Core i5 7300U,Intel,windows,256,0,1,0,TRUE,FALSE,256
327,HP,Notebook,15.6,8,256GB SSD,Intel HD Graphics 620,1.84,60952.32,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
328,Asus,Notebook,15.6,4,1TB HDD,Intel HD Graphics 500,2,14651.47,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,linux,0,1024,0,1,FALSE,TRUE,1024
329,Dell,Notebook,15.6,8,256GB SSD,Nvidia GeForce 940MX,2,60885.72,1920,1080,Full HD,Intel,1.6,Core i5 8250U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
330,Dell,Notebook,15.6,4,500GB HDD,Intel HD Graphics,2.2,14646.67,1366,768,,Intel,1.6,Celeron Dual Core N3060,Intel,linux,0,500,0,1,FALSE,TRUE,500
331,Lenovo,Notebook,15.6,12,2TB HDD,AMD Radeon 530,2.2,47898.72,1920,1080,Full HD,AMD,3.6,A12-Series 9720P,AMD,windows,0,2048,0,1,FALSE,TRUE,2048
332,HP,Notebook,15.6,8,1TB HDD,Nvidia GeForce 930MX ,2.1,38148.48,1920,1080,IPS Panel Full HD,Intel,2.4,Core i3 7100U,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
333,Lenovo,2 in 1 Convertible,13.9,16,512GB SSD,Intel UHD Graphics 620,1.4,111834.72,3840,2160,IPS Panel 4K Ultra HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,512,0,1,0,TRUE,FALSE,512
334,Dell,Ultrabook,13.3,8,256GB SSD,Intel UHD Graphics 620,1.2,84129.12,1920,1080,Full HD,Intel,1.8,Core i7 8550U,Intel,windows,256,0,1,0,TRUE,FALSE,256
335,Lenovo,Gaming,15.6,16,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1050 Ti,2.4,60153.12,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,2048,1,1,TRUE,TRUE,2304
336,HP,Notebook,14,2,32GB Flash Storage,Intel HD Graphics 400,1.44,14865.12,1366,768,,Intel,1.6,Celeron Dual Core N3060,Intel,windows,32,0,0,0,FALSE,FALSE,32
337,Dell,Ultrabook,15.6,16,512GB SSD +  256GB SSD,Intel UHD Graphics 620,1.88,85672.11,1920,1080,Full HD,Intel,1.9,Core i7 8650U,Intel,windows,512,0,2,0,TRUE,FALSE,512
338,Asus,2 in 1 Convertible,11.6,4,32GB Flash Storage,Intel HD Graphics 500,1.5,19980,1366,768,Touchscreen,Intel,1.1,Celeron Dual Core N3350,Intel,windows,32,0,0,0,FALSE,FALSE,32
339,Dell,Ultrabook,15.6,8,1TB HDD,AMD Radeon 530,1.29,35324.64,1920,1080,Full HD,Intel,1.6,Core i5 8250U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
340,HP,Notebook,15.6,8,256GB SSD,Intel HD Graphics 620,1.84,69477.12,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
341,MSI,Gaming,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2.7,75071.52,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
342,HP,Workstation,15.6,8,256GB SSD,Nvidia Quadro M1200,2.6,92615.03,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
343,Toshiba,Notebook,15.6,16,512GB SSD,Nvidia GeForce 930M,2.4,74751.84,1920,1080,IPS Panel Full HD,Intel,2.5,Core i7 6500U,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
344,Dell,Notebook,15.6,8,128GB SSD +  2TB HDD,AMD Radeon 530,2.02,51729.55,1920,1080,Full HD,Intel,1.8,Core i7 8550U,AMD,windows,128,2048,1,1,TRUE,TRUE,2176
345,Lenovo,Notebook,15.6,4,1TB HDD,Intel HD Graphics 500,2.2,17155.63,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,no_preinstalled_os,0,1024,0,1,FALSE,TRUE,1024
346,Dell,Gaming,15.6,8,1TB HDD,Nvidia GeForce GTX 1050,2.65,53226.72,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
347,Dell,Notebook,15.6,8,2TB HDD,Intel HD Graphics 620,2.36,29696.67,1366,768,Touchscreen,Intel,2.5,Core i5 7200U,Intel,windows,0,2048,0,1,FALSE,TRUE,2048
348,Dell,Notebook,14,8,256GB SSD,Intel HD Graphics 620,1.36,76030.56,1920,1080,Full HD,Intel,2.6,Core i5 7300U,Intel,windows,256,0,1,0,TRUE,FALSE,256
349,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 520,1.86,23389.92,1366,768,,Intel,2,Core i3 6006U,Intel,windows,0,500,0,1,FALSE,TRUE,500
350,Asus,Notebook,14,8,256GB SSD,Intel HD Graphics 620,2,50349.6,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
351,Lenovo,Notebook,17.3,6,128GB SSD +  1TB HDD,Nvidia GeForce GTX 940MX,2.8,38308.32,1600,900,,Intel,2.5,Core i5 7200U,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
352,HP,Notebook,15.6,8,1TB HDD,Intel HD Graphics 620,1.86,34045.92,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
353,Lenovo,Notebook,15.6,8,256GB SSD,Nvidia GeForce 920MX ,2.2,26586.72,1366,768,,Intel,2,Core i3 6006U,Nvidia,no_preinstalled_os,256,0,1,0,TRUE,FALSE,256
354,HP,Notebook,15.6,8,2TB HDD,Intel HD Graphics 405,2.04,20725.92,1366,768,,Intel,1.6,Pentium Quad Core N3710,Intel,windows,0,2048,0,1,FALSE,TRUE,2048
355,Dell,Notebook,17.3,8,128GB SSD +  1TB HDD,AMD Radeon 530,2.8,57808.8,1920,1080,Full HD,Intel,1.6,Core i5 8250U,AMD,windows,128,1024,1,1,TRUE,TRUE,1152
356,Lenovo,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.4,43103.52,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,no_preinstalled_os,128,1024,1,1,TRUE,TRUE,1152
357,Dell,Notebook,15.6,8,256GB SSD,AMD Radeon R7 M445,2.33,47898.72,1920,1080,Full HD,Intel,2.7,Core i7 7500U,AMD,windows,256,0,1,0,TRUE,FALSE,256
358,HP,Ultrabook,14,8,256GB SSD,Intel HD Graphics 620,1.36,93240,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
359,Asus,2 in 1 Convertible,15.6,12,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,2.26,58554.72,1920,1080,Full HD / Touchscreen,Intel,2.7,Core i7 7500U,Nvidia,windows,512,2048,1,1,TRUE,TRUE,2560
360,Acer,Notebook,15.6,4,128GB SSD,AMD Radeon R5,2.1,22697.28,1366,768,,AMD,3,A9-Series 9420,AMD,windows,128,0,1,0,TRUE,FALSE,128
361,Asus,Gaming,17.3,16,256GB SSD +  1TB HDD,AMD Radeon RX 580,3.25,117162.72,1920,1080,IPS Panel Full HD,AMD,3,Ryzen 1700,AMD,windows,256,1024,1,1,TRUE,TRUE,1280
362,Lenovo,Notebook,17.3,4,128GB SSD,AMD Radeon R5,2.6,26053.92,1600,900,,AMD,2.2,A8-Series 7410,AMD,windows,128,0,1,0,TRUE,FALSE,128
363,Dell,2 in 1 Convertible,13.3,8,256GB SSD,Intel UHD Graphics 620,1.62,46300.85,1920,1080,Full HD / Touchscreen,Intel,1.8,Core i7 8550U,Intel,windows,256,0,1,0,TRUE,FALSE,256
364,HP,Notebook,15.6,4,256GB SSD,AMD Radeon R5,1.91,26053.39,1920,1080,Full HD,AMD,3,A9-Series 9420,AMD,windows,256,0,1,0,TRUE,FALSE,256
365,Lenovo,Netbook,11.6,4,128GB SSD,Intel HD Graphics 500,1.59,29463.84,1366,768,IPS Panel,Intel,1.1,Celeron Quad Core N3450,Intel,windows,128,0,1,0,TRUE,FALSE,128
366,Dell,Notebook,15.6,4,500GB HDD,Intel HD Graphics 400,1.8,16463.52,1366,768,,Intel,1.6,Celeron Dual Core N3060,Intel,windows,0,500,0,1,FALSE,TRUE,500
367,Asus,Notebook,14,4,32GB Flash Storage,Intel HD Graphics 500,1.5,15238.08,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,windows,32,0,0,0,FALSE,FALSE,32
368,Acer,Notebook,15.6,8,1TB HDD,Nvidia GeForce GTX 1050,2.4,45074.88,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,linux,0,1024,0,1,FALSE,TRUE,1024
369,HP,Gaming,17.3,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,3.35,63456.48,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
370,Lenovo,Notebook,15.6,4,128GB SSD,Intel HD Graphics 520,1.85,21498.48,1920,1080,Full HD,Intel,2,Core i3 6006U,Intel,no_preinstalled_os,128,0,1,0,TRUE,FALSE,128
371,Asus,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,2.3,88178.4,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
372,Lenovo,Notebook,14,8,256GB SSD,Nvidia GeForce 940MX,1.5,58554.72,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
373,Asus,Ultrabook,13.3,16,512GB SSD,Intel HD Graphics 620,1.1,93181.39,1920,1080,Full HD / Touchscreen,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
374,Lenovo,Ultrabook,14,8,512GB SSD,Intel HD Graphics 620,1.13,121584.96,2560,1440,IPS Panel,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
375,Lenovo,Notebook,13.3,4,128GB SSD,Intel HD Graphics 620,1.5,29250.72,1920,1080,IPS Panel Full HD,Intel,2.4,Core i3 7100U,Intel,windows,128,0,1,0,TRUE,FALSE,128
376,Dell,Workstation,15.6,8,500GB HDD,AMD FirePro W5130M,2.23,72940.32,1920,1080,Full HD,Intel,2.6,Core i5 6440HQ,AMD,windows,0,500,0,1,FALSE,TRUE,500
377,Dell,Workstation,15.6,8,256GB SSD,Nvidia Quadro M1200,2,113752.8,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 6820HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
378,Lenovo,2 in 1 Convertible,14,16,512GB SSD,Intel HD Graphics 620,1.42,133679.52,2560,1440,Touchscreen,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
379,Asus,Gaming,17.3,8,1TB HDD,Nvidia GeForce GTX 1050,3,55357.92,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
380,Asus,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,3,84768.48,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
381,Acer,Notebook,15.6,12,1TB HDD,Nvidia GeForce MX130,2.2,36975.79,1366,768,IPS Panel,Intel,1.6,Core i5 8250U,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
382,MSI,Gaming,17.3,8,256GB SSD,Nvidia GeForce GTX 1050 Ti,2.7,71874.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
383,Dell,Notebook,15.6,8,256GB SSD,AMD Radeon R7 M445,2.33,41498.19,1920,1080,Full HD,Intel,2.7,Core i7 7500U,AMD,linux,256,0,1,0,TRUE,FALSE,256
384,HP,Ultrabook,15.6,4,256GB SSD,AMD Radeon 520,1.91,26586.72,1920,1080,Full HD,AMD,3,A9-Series 9420,AMD,windows,256,0,1,0,TRUE,FALSE,256
385,Lenovo,Notebook,15.6,8,256GB SSD,AMD Radeon RX 550,2.1,65510.96,1920,1080,IPS Panel Full HD,Intel,1.8,Core i7 8550U,AMD,windows,256,0,1,0,TRUE,FALSE,256
386,Lenovo,Notebook,14,8,256GB SSD,Intel HD Graphics 620,1.9,49976.64,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
387,Dell,Workstation,15.6,8,256GB SSD,Nvidia Quadro M1200,1.78,144495.36,3840,2160,4K Ultra HD / Touchscreen,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
388,Lenovo,Ultrabook,14,16,1TB SSD,Intel HD Graphics 620,1.13,139860,2560,1440,IPS Panel,Intel,2.7,Core i7 7500U,Intel,windows,1024,0,1,0,TRUE,FALSE,1024
389,Lenovo,Notebook,15.6,4,1TB HDD,Intel HD Graphics 500,2.2,16303.68,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
390,Asus,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.9,81465.12,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
391,Lenovo,Notebook,25.6,8,256GB SSD +  1TB HDD,AMD Radeon RX 550,2.1,60978.96,1920,1080,IPS Panel Full HD,Intel,1.6,Core i5 8250U,AMD,windows,256,1024,1,1,TRUE,TRUE,1280
392,Acer,Notebook,15.6,8,256GB SSD,Nvidia GeForce GTX 1050,2.5,46833.12,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,linux,256,0,1,0,TRUE,FALSE,256
393,MSI,Gaming,17.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,2.8,119826.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
394,Asus,Ultrabook,14,8,512GB SSD,Intel HD Graphics 620,1.1,99793.44,1920,1080,Full HD,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
395,Toshiba,Ultrabook,13.3,16,512GB SSD,Intel HD Graphics 520,1.2,93080.16,1920,1080,Full HD,Intel,2.5,Core i7 6500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
396,Dell,Ultrabook,14,8,512GB SSD,Intel HD Graphics,1.36,89510.4,1920,1080,Full HD,Intel,2.8,Core i7 7600U,Intel,windows,512,0,1,0,TRUE,FALSE,512
397,Lenovo,Notebook,35.6,4,500GB HDD,Intel HD Graphics 520,2.2,21791.52,1920,1080,Full HD,Intel,2,Core i3 6006U,Intel,windows,0,500,0,1,FALSE,TRUE,500
398,Lenovo,Notebook,11.6,2,32GB Flash Storage,Intel HD Graphics 500,1.15,16221.1,1366,768,,Intel,1.1,Celeron Dual Core N3350,Intel,windows,32,0,0,0,FALSE,FALSE,32
399,Lenovo,Workstation,15.6,8,512GB SSD,Nvidia Quadro M1200,2.67,102564,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
400,Lenovo,Ultrabook,14,8,512GB SSD,Nvidia GeForce GT 940MX,1.7,103523.04,2560,1440,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
401,HP,Notebook,15.6,4,1TB HDD,AMD Radeon 520,2.1,24988.32,1920,1080,Full HD,Intel,2,Core i3 6006U,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
402,Acer,2 in 1 Convertible,13.3,8,256GB SSD,Intel HD Graphics 520,1.6,42038.45,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
403,Asus,2 in 1 Convertible,13.3,8,256GB SSD,Intel HD Graphics 620,1.27,49443.84,1920,1080,IPS Panel Full HD / Touchscreen,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
404,Dell,Notebook,15.6,4,256GB SSD,AMD Radeon R5 M430,2.3,31909.39,1920,1080,Full HD,Intel,2.5,Core i5 7200U,AMD,linux,256,0,1,0,TRUE,FALSE,256
405,Dell,Notebook,13.3,4,128GB SSD,Intel HD Graphics 520,1.65,36709.92,1366,768,,Intel,2,Core i3 6006U,Intel,windows,128,0,1,0,TRUE,FALSE,128
406,HP,Ultrabook,14,8,256GB SSD,Intel HD Graphics 520,1.43,79920,1920,1080,Full HD,Intel,2.5,Core i7 6500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
407,Dell,Notebook,15.6,8,1TB HDD,Intel HD Graphics 620,2.14,28768.54,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
408,Lenovo,Ultrabook,14,8,256GB SSD,AMD Radeon RX 550,1.75,64755.45,1920,1080,IPS Panel Full HD,Intel,1.8,Core i7 8550U,AMD,windows,256,0,1,0,TRUE,FALSE,256
409,Lenovo,2 in 1 Convertible,15.6,16,512GB SSD,Nvidia GeForce GTX 1050,2,101178.72,3840,2160,IPS Panel 4K Ultra HD / Touchscreen,Intel,2.8,Core i7 7700HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
410,Chuwi,Notebook,12.3,6,64GB Flash Storage,Intel HD Graphics 500,1.4,23922.72,2736,1824,IPS Panel Retina Display,Intel,1.1,Celeron Quad Core N3450,Intel,windows,64,0,0,0,FALSE,FALSE,64
411,HP,Notebook,15.6,8,256GB SSD,Intel HD Graphics 630,2.31,76030.56,1920,1080,Full HD,Intel,2.9,Core i7 7820HQ,Intel,windows,256,0,1,0,TRUE,FALSE,256
412,Asus,Notebook,35.6,8,1TB HDD,Nvidia GeForce 940MX,2.3,31808.16,1920,1080,Full HD,Intel,2.4,Core i3 7100U,Nvidia,linux,0,1024,0,1,FALSE,TRUE,1024
413,Dell,Gaming,27.3,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,4.42,149130.72,2560,1440,IPS Panel,Intel,2.9,Core i7 7820HK,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
414,Dell,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,2.62,61751.52,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
415,Dell,Notebook,15.6,8,256GB SSD +  2TB HDD,AMD Radeon 530,2.02,60867.07,1920,1080,Full HD,Intel,1.8,Core i7 8550U,AMD,windows,256,2048,1,1,TRUE,TRUE,2304
416,Dell,Ultrabook,14,8,256GB SSD,Intel HD Graphics 620,1.6,58554.72,1920,1080,Full HD,Intel,2.8,Core i7 7600U,Intel,linux,256,0,1,0,TRUE,FALSE,256
417,HP,Gaming,17.3,12,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,3.35,106506.72,1920,1080,Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,256,1024,1,1,TRUE,TRUE,1280
418,Mediacom,2 in 1 Convertible,11.6,4,32GB SSD,Intel HD Graphics 500,1.16,15930.72,1920,1080,IPS Panel Full HD / Touchscreen,Intel,1.1,Celeron Dual Core N3350,Intel,windows,32,0,1,0,TRUE,FALSE,32
419,Samsung,Netbook,11.6,4,16GB Flash Storage,Intel HD Graphics 400,1.15,14332.32,1366,768,,Intel,1.6,Celeron Dual Core N3060,Intel,chrome_os,16,0,0,0,FALSE,FALSE,16
420,Lenovo,Notebook,13.3,8,256GB SSD,Intel HD Graphics 620,1.4,53812.8,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 7500U,Intel,windows,256,0,1,0,TRUE,FALSE,256
421,Lenovo,Notebook,14,4,128GB SSD,Intel HD Graphics 620,1.7,31914.72,1920,1080,IPS Panel Full HD,Intel,2.7,Core i3 7130U,Intel,windows,128,0,1,0,TRUE,FALSE,128
422,Lenovo,Workstation,15.6,16,512GB SSD,Nvidia GeForce 940MX,2.3,130269.6,3840,2160,IPS Panel 4K Ultra HD,Intel,2.8,Core i7 7600U,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
423,Lenovo,Notebook,15.6,16,512GB SSD,Nvidia Quadro M2200M,2.5,130482.72,1920,1080,Full HD,Intel,2.9,Core i7 7820HQ,Nvidia,windows,512,0,1,0,TRUE,FALSE,512
424,Asus,Gaming,17.3,8,256GB SSD +  1TB HDD,AMD Radeon RX 580,3.2,90309.6,1920,1080,Full HD,AMD,3.2,Ryzen 1600,AMD,windows,256,1024,1,1,TRUE,TRUE,1280
425,HP,Notebook,15.6,4,500GB HDD,Intel HD Graphics 400,2.1,18488.16,1366,768,,Intel,1.6,Celeron Dual Core N3060,Intel,windows,0,500,0,1,FALSE,TRUE,500
426,Google,Ultrabook,12.3,16,512GB SSD,Intel HD Graphics 615,1.1,117162.72,2400,1600,Touchscreen,Intel,1.3,Core i7 7Y75,Intel,chrome_os,512,0,1,0,TRUE,FALSE,512
427,Lenovo,Ultrabook,24,24,512GB SSD,Intel HD Graphics 620,1.32,126912.96,2560,1440,,Intel,2.7,Core i7 7500U,Intel,windows,512,0,1,0,TRUE,FALSE,512
428,Asus,Notebook,15.6,4,256GB SSD,Intel HD Graphics 620,2,29783.52,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,linux,256,0,1,0,TRUE,FALSE,256
429,Lenovo,Notebook,17.3,8,1TB HDD,AMD Radeon R4,2.8,27652.32,1600,900,,AMD,2.5,A6-Series 9220,AMD,windows,0,1024,0,1,FALSE,TRUE,1024
430,Dell,Notebook,15.6,4,256GB SSD,AMD Radeon 530,2.2,39906.72,1920,1080,Full HD,Intel,1.6,Core i5 8250U,AMD,windows,256,0,1,0,TRUE,FALSE,256
431,Lenovo,Ultrabook,12.5,8,256GB SSD,Intel HD Graphics 620,1.36,76137.12,1920,1080,IPS Panel Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
432,Lenovo,Notebook,15.6,4,128GB SSD,Intel HD Graphics 505,2.2,18594.72,1920,1080,Full HD,Intel,1.1,Pentium Quad Core N4200,Intel,windows,128,0,1,0,TRUE,FALSE,128
433,HP,Gaming,15.6,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,2.2,58554.72,1920,1080,IPS Panel Full HD,Intel,2.8,Core i7 7700HQ,Nvidia,windows,128,1024,1,1,TRUE,TRUE,1152
434,Dell,Notebook,14,8,256GB SSD,Nvidia GeForce 930MX,1.64,62817.12,1920,1080,Full HD,Intel,2.8,Core i5 7440HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
435,Acer,Notebook,15.6,4,500GB HDD,Intel HD Graphics 620,2.4,23539.1,1366,768,,Intel,2.5,Core i5 7200U,Intel,linux,0,500,0,1,FALSE,TRUE,500
436,Dell,Workstation,15.6,8,64GB Flash Storage +  1TB HDD,Nvidia Quadro M620,2.23,106187.04,1920,1080,Full HD,Intel,3,Xeon E3-1505M V6,Nvidia,windows,64,1024,0,1,FALSE,TRUE,1088
437,MSI,Gaming,15.6,8,256GB SSD,Nvidia GeForce GTX 1050,2.2,54757.99,1920,1080,Full HD,Intel,2.5,Core i5 7300HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
438,Microsoft,Ultrabook,13.5,16,512GB SSD,Intel Iris Plus Graphics 640,1.25,137941.92,2256,1504,Touchscreen,Intel,2.5,Core i7 7660U,Intel,windows,512,0,1,0,TRUE,FALSE,512
439,HP,Notebook,15.6,8,128GB SSD,Intel HD Graphics 620,1.91,31381.92,1366,768,,Intel,2.5,Core i5 7200U,Intel,windows,128,0,1,0,TRUE,FALSE,128
440,Dell,Workstation,15.6,16,256GB SSD,Nvidia Quadro M620,2.17,105228,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 6820HQ,Nvidia,windows,256,0,1,0,TRUE,FALSE,256
441,HP,Workstation,15.6,8,512GB SSD,Intel HD Graphics 620,2.31,81731.52,1920,1080,IPS Panel Full HD,Intel,2.9,Core i7 7820HQ,Intel,windows,512,0,1,0,TRUE,FALSE,512
442,Lenovo,Notebook,14,8,256GB SSD,Intel HD Graphics 620,1.65,71661.6,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,256,0,1,0,TRUE,FALSE,256
443,Dell,Notebook,15.6,8,128GB SSD +  1TB HDD,AMD Radeon 530,2.36,52161.12,1920,1080,Full HD,Intel,1.8,Core i7 8550U,AMD,windows,128,1024,1,1,TRUE,TRUE,1152
444,Dell,2 in 1 Convertible,11.6,4,500GB HDD,Intel HD Graphics 405,1.47,25521.12,1366,768,Touchscreen,Intel,1.6,Pentium Quad Core N3710,Intel,windows,0,500,0,1,FALSE,TRUE,500
445,Dell,Notebook,17.3,8,1TB HDD,Nvidia GeForce GTX 1060,2.1,109010.88,1920,1080,IPS Panel Full HD,Intel,2.7,Core i7 7700HQ,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
446,Microsoft,Ultrabook,13.5,4,128GB SSD,Intel HD Graphics 615,1.25,52693.92,2256,1504,Touchscreen,Intel,2.2,Core M m3-7Y30,Intel,windows,128,0,1,0,TRUE,FALSE,128
447,Microsoft,Ultrabook,33.5,8,256GB SSD,Intel Iris Plus Graphics 640,1.25,95850.72,2256,1504,Touchscreen,Intel,2.5,Core i7 7660U,Intel,windows,256,0,1,0,TRUE,FALSE,256
448,HP,Notebook,17.3,8,256GB SSD,Intel HD Graphics 520,2.5,34093.87,1600,900,,Intel,2,Core i3 6006U,Intel,windows,256,0,1,0,TRUE,FALSE,256
449,Acer,Notebook,15.6,4,1TB HDD,Nvidia GeForce 940MX,2.23,28984.32,1920,1080,Full HD,Intel,2,Core i3 6006U,Nvidia,windows,0,1024,0,1,FALSE,TRUE,1024
450,Acer,Netbook,11.6,4,128GB SSD,Intel HD Graphics 400,1.4,23176.8,1366,768,,Intel,1.6,Celeron Dual Core N3060,Intel,windows,128,0,1,0,TRUE,FALSE,128
451,Asus,Notebook,15.6,8,1TB HDD,Intel HD Graphics 620,2.37,39906.72,1920,1080,Full HD,Intel,2.5,Core i5 7200U,Intel,windows,0,1024,0,1,FALSE,TRUE,1024
